"","fte_pollster_name","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Sanders","Gabbard","Warren","Bloomberg","Buttigieg","Klobuchar","Harris","O'Rourke","Yang","Booker","Steyer","Bennet","Patrick","Delaney","Castro","Williamson","Bullock","Sestak","Messam","Ryan","de Blasio","Gillibrand","Inslee","Hickenlooper","Moulton","Swalwell","Gravel","Brown","Holder","Clinton","McAuliffe","Pollster.Rating.ID","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"53","Harris Insights & Analytics","Harvard-Harris","121763","poll","4/30 - 5/1","","259 RV","","",Biden,,+30.0,#009900,2019-05-03 18:24:06,"https://harvardharrispoll.com/wp-content/uploads/2019/05/HHP_April2019_RV_crosstab.pdf",2019-04-30,2019-05-01,"1","Biden","","+30.0","#009900",44.0,14, 0, 5.0, 2, 2, 2.0, 9, 3, 0.0, 3,NA,NA,NA, 1, 0.0, 0,NA,NA, 0, 1,NA, 0, 0, 0.0, 0, 0, 0.0,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"168","Quinnipiac University","Quinnipiac","121685","poll","4/26 - 4/29","","419 RV","","",Biden,,+26.0,#009900,2019-04-30 14:01:42,"https://poll.qu.edu/national/release-detail?ReleaseID=2617",2019-04-26,2019-04-29,"1","Biden","","+26.0","#009900",38.0,11, 0,12.0,NA,10, 1.0, 8, 5, 1.0, 2,NA,NA,NA, 0, 1.0, 0,NA,NA, 0, 0,NA, 0, 1, 0.0, 0, 0,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"10","CNN/Opinion Research Corp.","CNN","121679","poll","4/25 - 4/28",""," ","","",Biden,,+24.0,#009900,2019-04-30 08:47:32,"http://cdn.cnn.com/cnn/2019/images/04/29/rel6a.-.2020.democrats.pdf",2019-04-25,2019-04-28,"1","Biden","","+24.0","#009900",39.0,15, 2, 8.0,NA, 7, 2.0, 5, 6, 1.0, 2,NA, 0.0,NA, 0, 1.0, 1, 0,NA, 0, 0, 0.0, 1, 1, 0.0, 0, 1,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"160","Morning Consult","Politico/Morning Consult","121675","poll","4/22 - 4/28","","15475 RV","","",Biden,,+14.0,#009900,2019-06-08 11:15:16,"https://morningconsult.com/2020-democratic-primary/",2019-04-22,2019-04-28,"1","Biden","","+14.0","#009900",36.0,22, 1, 9.0,NA, 8, 2.0, 7, 5, 2.0, 3,NA,NA,NA, 1, 1.0,NA, 1,NA,NA, 1,NA, 1, 1, 1.0, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"124","Morning Consult","Politico/Morning Consult","121615","poll","4/15 - 4/21","","14335 RV","","",Biden,,+6.0,#009900,2019-06-08 11:15:53,"https://morningconsult.com/2020-democratic-primary/",2019-04-15,2019-04-21,"1","Biden","","+6.0","#009900",30.0,24, 1, 7.0,NA, 9, 2.0, 8, 6, 2.0, 4,NA,NA,NA, 0, 1.0,NA, 0,NA,NA, 1,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"87","Monmouth University","Monmouth","121614","poll","4/11 - 4/15","","330 RV","","",Biden,,+7.0,#009900,2019-04-22 23:28:25,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_042319/",2019-04-11,2019-04-15,"1","Biden","","+7.0","#009900",27.0,20, 0, 6.0,NA, 8, 1.0, 8, 4, 0.0, 2,NA, 0.0,NA, 0, 0.0, 0, 0,NA, 0, 0, 1.0, 0, 0, 2.0, 0, 0,NA,NA,NA,NA, 0,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"197","USC Dornsife/LA Times","LA Times/USC","123294","poll","3/15 - 4/15","","2196 RV","2.0","",Biden,,+11.0,#009900,2019-08-21 10:03:36,"https://drive.google.com/file/d/1qM_Y-62GrLiy8Yiu0mvTdJHBI97vM-Ud/view",2019-03-15,2019-04-15,"1","Biden","","+11.0","#009900",27.0,16, 1, 4.0,NA, 2, 1.0, 7, 7, 1.0, 2,NA,NA,NA, 0, 1.0, 0,NA,NA,NA,NA,NA, 1, 1, 2.0,NA,NA,NA,NA,NA,NA,NA,343,  6,"yes","no","Online","no", 3.5, 1.2,"B/C°","D +0.3","67%","83%",5.3,3.1, 2.3, 3.5, 0.8, 1.2,  6,"D +1.2","D +0.3","D +1.1",9.0,0.00
"24","Emerson College","Emerson","121517","poll","4/11 - 4/14","","356 RV","","",Sanders,,+5.0,#457fff,2019-04-15 08:18:38,"https://emersonpolling.reportablenews.com/pr/april-national-poll-bernie-takes-lead-for-democratic-nomination-mayor-pete-on-the-move",2019-04-11,2019-04-14,"1","Sanders","","+5.0","#457fff",24.0,29, 1, 7.0,NA, 9, 1.0, 8, 8, 3.0, 2,NA,NA,NA, 1, 3.0, 0,NA,NA, 0, 1,NA, 0, 0, 0.0,NA, 1, 1.0,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"155","Morning Consult","Politico/Morning Consult","121529","poll","4/8 - 4/14","","12550 RV","","",Biden,,+8.0,#009900,2019-06-08 11:16:25,"https://morningconsult.com/2020-democratic-primary/",2019-04-08,2019-04-14,"1","Biden","","+8.0","#009900",31.0,23, 1, 7.0,NA, 7, 2.0, 9, 8, 1.0, 4,NA,NA,NA, 1, 1.0,NA, 1,NA,NA, 1,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"142","Morning Consult","Politico/Morning Consult","121438","poll","4/1 - 4/7","","13644 RV","","",Biden,,+9.0,#009900,2019-06-08 11:17:45,"https://morningconsult.com/2020-democratic-primary/",2019-04-01,2019-04-07,"1","Biden","","+9.0","#009900",32.0,23, 1, 7.0,NA, 5, 2.0, 9, 8, 1.0, 4,NA,NA,NA, 1, 1.0,NA, 1,NA,NA, 1,NA, 2, 1, 1.0,NA,NA,NA,NA,NA,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"252",NA,"The Hill/HarrisX","121431","poll","4/5 - 4/6","","370 RV","","",Biden,,+17.0,#009900,2019-04-08 17:33:01,"https://thehill.com/hilltv/what-americas-thinking/437871-new-poll-biden-still-leads-democratic-presidential-pack-despite",2019-04-05,2019-04-06,"1","Biden","","+17.0","#009900",36.0,19, 0, 6.0,NA, 4, 2.0, 9, 7, 1.0, 6,NA,NA,NA, 0, 1.0,NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Morning Consult","Politico/Morning Consult","121365","poll","3/25 - 3/31","","12940 LV","","",Biden,,+8.0,#009900,2019-06-08 11:19:10,"https://morningconsult.com/wp-content/uploads/2019/04/Political-Intelligence-4.2.19.pdf",2019-03-25,2019-03-31,"1","Biden","","+8.0","#009900",33.0,25, 1, 7.0,NA, 3, 2.0, 8, 8,NA, 4,NA,NA,NA, 1, 1.0,NA, 1,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"60","Harris Insights & Analytics","Harvard-Harris","121456","poll","3/25 - 3/26","","263 RV","","",Biden,,+18.0,#009900,2019-04-10 09:10:09,"https://harvardharrispoll.com/wp-content/uploads/2019/03/March2019_HHP_RV_Topline.pdf",2019-03-25,2019-03-26,"1","Biden","","+18.0","#009900",35.0,17, 2, 6.0,NA, 2, 2.0, 5, 7, 1.0, 4,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"61","Harris Insights & Analytics","Harvard-Harris","121334","poll","3/25 - 3/26","","1437 RV","","",Biden,,+8.0,#009900,2019-03-29 09:27:50,"https://harvardharrispoll.com/wp-content/uploads/2019/03/March2019_HHP_RV_Topline.pdf",2019-03-25,2019-03-26,"1","Biden","","+8.0","#009900",26.0,18, 0, 5.0, 0, 2, 1.0,11, 5, 2.0, 3,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 0, 0, 0.0,NA,NA,NA,NA,NA,11.0,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"184","Quinnipiac University","Quinnipiac","121310","poll","3/21 - 3/25",""," ","","",Biden,,+10.0,#009900,2019-03-28 13:29:16,"https://poll.qu.edu/national/release-detail?ReleaseID=2611",2019-03-21,2019-03-25,"1","Biden","","+10.0","#009900",29.0,19, 0, 4.0,NA, 4, 2.0, 8,12, 0.0, 2,NA,NA,NA,NA, 1.0, 0,NA,NA,NA,NA,NA, 0, 0, 1.0,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"148","Morning Consult","Politico/Morning Consult","121253","poll","3/18 - 3/24","","13725 RV","","",Biden,,+10.0,#009900,2019-06-08 11:20:42,"https://morningconsult.com/2020-democratic-primary/",2019-03-18,2019-03-24,"1","Biden","","+10.0","#009900",35.0,25, 1, 7.0,NA, 2, 2.0, 8, 8,NA, 4,NA,NA,NA, 1, 1.0,NA, 1,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"43","Fox News/Beacon Research/Shaw & Co. Research","FOX News","121235","poll","3/17 - 3/20","","403 LV","","",Biden,,+8.0,#009900,2019-03-24 10:47:23,"https://www.foxnews.com/politics/fox-news-poll-biden-sanders-top-democratic-preference",2019-03-17,2019-03-20,"1","Biden","","+8.0","#009900",31.0,23, 0, 4.0,NA, 1, 1.0, 8, 8, 1.0, 4,NA, 0.0,NA, 1, 1.0,NA, 0,NA,NA,NA,NA, 2, 1, 0.0,NA,NA,NA,NA,NA,NA, 0,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"33","Emerson College","Emerson","121166","poll","3/17 - 3/18","","487 RV","4.4","",Tie,,,,2019-03-20 09:35:05,"http://emersonpolling.com/2019/03/19/national-poll-sanders-tied-with-biden-beto-gets-post-announcement-bump/",2019-03-17,2019-03-18,"1","Tie","","","",26.0,26, 1, 8.0,NA, 3, 1.0,12,11, 1.0, 3,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 0, 1, 1.0,NA,NA,NA,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"16","CNN/Opinion Research Corp.","CNN","121157","poll","3/14 - 3/17","","456 RV","","",Biden,,+8.0,#009900,2019-03-19 16:28:03,"http://cdn.cnn.com/cnn/2019/images/03/19/rel4b.-.2020.pdf",2019-03-14,2019-03-17,"1","Biden","","+8.0","#009900",28.0,20, 0, 6.0,NA, 1, 3.0,12,11,NA, 3,NA,NA,NA, 0, 1.0,NA, 0,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 0, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"126","Morning Consult","Politico/Morning Consult","121155","poll","3/11 - 3/17","","13551 RV","","",Biden,,+8.0,#009900,2019-06-08 11:23:24,"https://morningconsult.com/wp-content/uploads/2019/03/Political-Intelligence-3.19.19.pdf",2019-03-11,2019-03-17,"1","Biden","","+8.0","#009900",35.0,27, 1, 7.0,NA, 1, 2.0, 8, 8,NA, 4,NA,NA,NA, 1, 1.0,NA, 0,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"140","Morning Consult","Politico/Morning Consult","121082","poll","3/4 - 3/10","","15226 RV","","",Biden,,+4.0,#009900,2019-06-08 11:23:55,"https://morningconsult.com/wp-content/uploads/2019/03/Political-Intelligence-3.12.19.pdf",2019-03-04,2019-03-10,"1","Biden","","+4.0","#009900",31.0,27, 1, 7.0,NA, 1, 3.0,10, 7,NA, 4,NA,NA,NA, 1, 1.0,NA, 1,NA,NA,NA,NA, 1, 1, 1.0,NA,NA,NA,NA,NA,NA, 1,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"86","Monmouth University","Monmouth","121078","poll","3/1 - 3/4","","310 RV","5.6","",Biden,,+3.0,#009900,2019-03-11 10:42:01,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_031119/",2019-03-01,2019-03-04,"1","Biden","","+3.0","#009900",28.0,25, 0, 8.0, 2, 0, 3.0,10, 6, 1.0, 5,NA, 0.0,NA, 0, 1.0, 0, 0,NA,NA,NA, 1.0, 0, 0, 1.0,NA,NA,NA, 1, 0,NA, 0,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"129","Morning Consult","Politico/Morning Consult","121000","poll","2/25 - 3/3","","12560 RV","","",Biden,,+4.0,#009900,2019-06-08 11:24:30,"https://morningconsult.com/wp-content/uploads/2019/03/Political-Intelligence-3.5.19.pdf",2019-02-25,2019-03-03,"1","Biden","","+4.0","#009900",31.0,27, 1, 7.0, 2, 1, 3.0,11, 6,NA, 4,NA,NA,NA, 0, 1.0,NA,NA,NA,NA,NA,NA, 1, 0, 1.0,NA,NA,NA, 1, 1,NA, 0,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"116","Morning Consult","Politico/Morning Consult","120910","poll","2/18 - 2/24","","15642 RV","","",Biden,,+2.0,#009900,2019-06-08 11:24:21,"https://morningconsult.com/wp-content/uploads/2019/02/Political-Intelligence-2.26.19.pdf",2019-02-18,2019-02-24,"1","Biden","","+2.0","#009900",29.0,27, 1, 7.0, 2, 1, 3.0,10, 7,NA, 4,NA,NA,NA, 1, 1.0,NA,NA,NA,NA,NA,NA, 1, 0, 1.0,NA,NA,NA, 1, 1,NA, 1,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"49","Harris Insights & Analytics","Harvard-Harris","121455","poll","2/19 - 2/20",""," ","","",Biden,,+15.0,#009900,2019-04-10 09:05:19,"https://harvardharrispoll.com/wp-content/uploads/2019/02/HHP_Feb2019_RV_topline.pdf",2019-02-19,2019-02-20,"1","Biden","","+15.0","#009900",37.0,22, 1, 4.0, 3,NA,NA,10, 6,NA, 2,NA,NA,NA,NA, 2.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"52","Harris Insights & Analytics","Harvard-Harris","120912","poll","2/19 - 2/20","","346 RV","","",Biden,,+11.0,#009900,2019-02-28 13:01:45,"https://harvardharrispoll.com/wp-content/uploads/2019/02/HHP_Feb2019_RV_topline.pdf",2019-02-19,2019-02-20,"1","Biden","","+11.0","#009900",30.0,19, 0, 4.0, 2,NA,NA,10, 4,NA, 5,NA,NA,NA,NA, 0.0,NA,NA,NA,NA,NA,NA, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"138","Morning Consult","Politico/Morning Consult","120832","poll","2/11 - 2/17","","15383 RV","","",Biden,,+9.0,#009900,2019-06-08 11:22:36,"https://morningconsult.com/2020-democratic-primary/",2019-02-11,2019-02-17,"1","Biden","","+9.0","#009900",30.0,21, 1, 8.0, 2, 0, 4.0,11, 7,NA, 5,NA,NA,NA, 0, 1.0,NA,NA,NA,NA,NA,NA, 1, 0, 1.0,NA,NA,NA, 1, 1,NA, 1,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"22","Emerson College","Emerson","120810","poll","2/14 - 2/16","","431 RV","4.7","",Biden,,+10.0,#009900,2019-03-06 09:59:35,"http://emersonpolling.com/2019/02/16/majority-of-americans-disagree-with-trumps-national-emergency-despite-a-plurality-agreeing-with-border-wall-extension/",2019-02-14,2019-02-16,"1","Biden","","+10.0","#009900",27.0,17, 2, 9.0, 2, 0, 5.0,15, 4,NA, 9,NA,NA,NA, 0, 1.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 3,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"131","Morning Consult","Politico/Morning Consult","120806","poll","2/4 - 2/10","","11627 RV","1.0","",Biden,,+7.0,#009900,2019-06-08 11:22:07,"https://morningconsult.com/wp-content/uploads/2019/02/Morning-Consult_Political-Intelligence_2.12.19.pdf",2019-02-04,2019-02-10,"1","Biden","","+7.0","#009900",29.0,22, 1, 8.0, 2,NA, 3.0,13, 7,NA, 5,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 2,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"94","Monmouth University","Monmouth","120702","poll","1/25 - 1/27","","313 RV","5.5","",Biden,,+13.0,#009900,2019-03-06 10:01:59,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_020419/",2019-01-25,2019-01-27,"1","Biden","","+13.0","#009900",29.0,16, 1, 8.0, 4, 0, 2.0,11, 7,NA, 4,NA,NA,NA, 0, 1.0,NA,NA,NA,NA,NA,NA, 1, 0, 1.0,NA,NA,NA, 1,NA,NA, 0,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"137","Morning Consult","Politico/Morning Consult","120598","poll","1/25 - 1/27","","685 RV","4.0","",Biden,,+18.0,#009900,2019-01-30 09:07:37,"https://morningconsult.com/wp-content/uploads/2019/01/190156_crosstabs_POLITICO_RVs_v1_ML.pdf",2019-01-25,2019-01-27,"1","Biden","","+18.0","#009900",33.0,15, 0, 6.0, 2,NA, 1.0,10, 6,NA, 3,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"151","Morning Consult","Politico/Morning Consult","120519","poll","1/18 - 1/22","","694 RV","","",Biden,,+10.0,#009900,2019-01-23 12:07:08,"https://morningconsult.com/wp-content/uploads/2019/01/190140_crosstabs_POLITICO_RVs_v1_AP-3.pdf",2019-01-18,2019-01-22,"1","Biden","","+10.0","#009900",26.0,16,NA, 6.0, 2,NA, 2.0, 9, 6,NA, 4,NA,NA,NA,NA, 2.0,NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"271",NA,"Emerson*","120495","poll","1/20 - 1/21","","355 LV","5.2","",Biden,,+37.0,#009900,2019-04-10 15:33:53,"https://www.emerson.edu/news-events/emerson-college-today/voters-split-trumps-offer-temporary-relief-dreamers-oppose-amnesty-warren-leads-among-announced-2020-democratic-candidates#.XEebOlxKhhE",2019-01-20,2019-01-21,"1","Biden","","+37.0","#009900",45.0, 5, 2, 3.0, 7,NA, 1.0, 3, 3,NA, 8,NA,NA,NA,NA, 8.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Harris Insights & Analytics","Harvard-Harris","121454","poll","1/15 - 1/16","","479 RV","","",Biden,,+2.0,#009900,2019-04-10 09:01:09,"https://harvardharrispoll.com/wp-content/uploads/2019/01/Jan2019_HHP_registeredvoters_topline.pdf",2019-01-15,2019-01-16,"1","Biden","","+2.0","#009900",23.0,21, 2, 4.0, 5,NA,NA, 7, 8,NA, 3,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"57","Harris Insights & Analytics","Harvard-Harris","120510","poll","1/15 - 1/16","","488 RV","","",Biden,,+11.0,#009900,2019-02-12 09:22:09,"https://harvardharrispoll.com/wp-content/uploads/2019/01/Jan2019_HHP_registeredvoters_topline.pdf",2019-01-15,2019-01-16,"1","Biden","","+11.0","#009900",24.0,13, 1, 5.0, 5,NA,NA, 4, 9,NA, 2,NA,NA,NA,NA, 2.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,10.0,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"115","Morning Consult","Politico/Morning Consult","120520","poll","1/11 - 1/14","","674 RV","","",Biden,,+17.0,#009900,2019-01-23 12:51:31,"https://morningconsult.com/wp-content/uploads/2019/01/190125_crosstabs_POLITICO_RVs_v1_DK.pdf",2019-01-11,2019-01-14,"1","Biden","","+17.0","#009900",32.0,15,NA, 9.0, 1,NA, 1.0, 6, 8,NA, 2,NA,NA,NA,NA, 0.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"130","Morning Consult","Politico/Morning Consult","120521","poll","1/4 - 1/6","","674 RV","","",Biden,,+11.0,#009900,2019-01-23 12:54:47,"https://www.politico.com/f/?id=00000168-2f52-db11-ab7d-3ffb937f0002",2019-01-04,2019-01-06,"1","Biden","","+11.0","#009900",27.0,16,NA, 4.0, 1,NA, 2.0, 3, 7,NA, 3,NA,NA,NA,NA, 0.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,12.0,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"136","Morning Consult","Politico/Morning Consult","120522","poll","12/14 - 12/16","","706 RV","","",Biden,,+10.0,#009900,2019-01-23 12:57:31,"https://www.politico.com/f/?id=00000167-c362-df35-adef-df67efa30000",2018-12-14,2018-12-16,"1","Biden","","+10.0","#009900",25.0,15,NA, 3.0, 2,NA, 1.0, 3, 8,NA, 3,NA,NA,NA,NA, 1.0,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA, 1,NA,13.0,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
